Price_Billion,Price_Per_m2,Area_m2,District,Ward,Bedrooms,Is_MatTien,Width_m,Floors,Is Hem,Post Time,Toilets,Post_Time
138,577.41,239,Quận 1,Đa Kao,6,1,15,4,0,17/07/2025,7,7/17/2025
4.799,54.53,88,Quận 12,Hiệp Thành,3,0,9,1,1,19/07/2025,3,7/19/2025
23,209.09,110,Bình Thạnh,17,3,1,5.5,3,0,12/7/2025,1,7/12/2025
11.5,95.83,120,Bình Chánh,Bình Chánh,7,1,8,4,0,6/7/2025,5,7/6/2025
4.35,96.67,45,Quận 8,15,2,0,4,2,1,5/7/2025,2,7/5/2025
3.88,68.07,57,Quận 8,10,3,0,3,2,1,3/7/2025,1,7/3/2025
420,600.86,699,Quận 3,2,4,1,20.5,2,0,21/07/2025,4,7/21/2025
8.9,111.25,80,Tân Phú,Tân Quý,6,0,6,4,1,10/7/2025,5,7/10/2025
3.95,96.34,41,Quận 12,Đông Hưng Thuận,3,1,4.5,3.5,0,11/7/2025,4,7/11/2025
7.8,147.17,53,Quận 8,10,2,0,4.1,3.5,1,23/07/2025,2,7/23/2025
4.9,102.08,48,Quận 12,Tân Chánh Hiệp,3,0,4,2.5,1,12/7/2025,3,7/12/2025
8.6,98.85,87,Thủ Đức,Linh Đông,6,0,8,2.5,1,4/7/2025,3,7/4/2025
8.5,91.4,93,Thủ Đức,Hiệp Bình Chánh,4,1,8.3,2,0,19/07/2025,2,7/19/2025
13.5,150,90,Quận 7,Phú Thuận,5,0,5,3.5,1,27/07/2025,5,7/27/2025
8.9,111.25,80,Tân Phú,Tân Quý,6,0,4,4.5,1,2/7/2025,5,7/2/2025
139,218.55,636,Gò Vấp,17,11,1,13,5,0,26/07/2025,11,7/26/2025
1.2,11.43,105,Bình Chánh,Bình Chánh,2,1,5,2,0,13/07/2025,2,7/13/2025
47,652.78,72,Bình Thạnh,21,7,1,6,4,0,31/07/2025,7,7/31/2025
9.45,47.25,200,Quận 9,Long Trường,2,1,3,2,0,16/07/2025,3,7/16/2025
7.2,120,60,Quận 7,Phú Mỹ,3,0,4,2,1,13/07/2025,2,7/13/2025
6.4,128,50,Gò Vấp,8,2,0,4,2.5,1,8/7/2025,2,7/8/2025
1.45,60.42,24,Quận 8,4,1,0,3,2,1,14/07/2025,2,7/14/2025
4,76.92,52,Gò Vấp,12,3,0,4,2,1,25/07/2025,2,7/25/2025
6.8,170,40,Quận 10,2,3,0,20,5,1,17/07/2025,3,7/17/2025
5.5,76.39,72,Thủ Đức,Linh Xuân,3,0,4,2,1,14/07/2025,2,7/14/2025
5.1,170,30,Quận 1,Cầu Ông Lãnh,4,0,5,4,1,9/7/2025,4,7/9/2025
6.8,85,80,Gò Vấp,11,4,0,7.5,3,1,3/7/2025,3,7/3/2025
1.75,87.5,20,Quận 8,10,2,0,2.5,2,1,18/07/2025,1,7/18/2025
5.6,103.7,54,Tân Phú,Tân Quý,2,1,4,2,0,23/07/2025,2,7/23/2025
9.2,158.62,58,Quận 8,2,8,0,3.5,5.5,1,28/07/2025,9,7/28/2025
5.1,170,30,Quận 10,2,4,0,3.5,3,1,19/07/2025,4,7/19/2025
39,57.35,680,Bình Tân,Bình Hưng Hòa,33,1,17,2,0,1/7/2025,33,7/1/2025
3.2,123.08,26,Quận 8,12,1,0,4.23,2,1,7/7/2025,2,7/7/2025
5.6,103.7,54,Tân Phú,Tân Quý,2,1,4,2,0,22/07/2025,2,7/22/2025
2.75,38.19,72,Quận 12,Tân Chánh Hiệp,4,0,6,2,1,15/07/2025,2,7/15/2025
11.2,124.44,90,Quận 7,Phú Thuận,4,0,5,3,1,10/7/2025,3,7/10/2025
11.8,159.46,74,Quận 7,Phú Thuận,3,1,6,3,0,31/07/2025,3,7/31/2025
0.74,9.14,81,Bình Chánh,Bình Chánh,2,0,4.5,2,1,28/07/2025,2,7/28/2025
39,57.35,680,Bình Tân,Bình Hưng Hòa,33,1,7,2.5,0,1/7/2025,33,7/1/2025
3.9,121.88,32,Gò Vấp,12,2,0,3.2,2,1,18/07/2025,2,7/18/2025
8.99,93.65,96,Bình Chánh,Bình Chánh,4,1,12,3.5,0,2/7/2025,4,7/2/2025
8.246,133,62,Quận 7,Tân Quy,6,0,5.1,5,1,14/07/2025,5,7/14/2025
38,400,95,Quận 3,6,1,1,6.8,1,0,11/7/2025,1,7/11/2025
7.5,104.17,72,Bình Tân,Bình Trị Đông B,5,0,4,3,1,29/07/2025,4,7/29/2025
6.3,121.15,52,Thủ Đức,Linh Đông,4,0,4,4,1,27/07/2025,5,7/27/2025
5.5,16.72,329,Củ Chi,Tân Thạnh Đông,7,1,6,3,0,14/07/2025,3,7/14/2025
60,600,100,Quận 5,1,10,1,6,5,0,20/07/2025,10,7/20/2025
6.5,180.56,36,Tân Bình,3,5,0,3.6,4.5,1,25/07/2025,3,7/25/2025
6.5,180.56,36,Tân Bình,3,5,0,3.6,4.5,1,6/7/2025,3,7/6/2025
2.65,15.14,175,Quận 12,Hiệp Thành,2,1,5,1,0,19/07/2025,2,7/19/2025
9.8,56,175,Quận 12,Đông Hưng Thuận,1,0,9.2,1,1,5/7/2025,1,7/5/2025
9.8,163.33,60,Tân Phú,Tân Sơn Nhì,6,0,6,5.5,1,8/7/2025,6,7/8/2025
9,93.75,96,Bình Chánh,Bình Chánh,4,1,12,3.5,0,13/07/2025,4,7/13/2025
7.55,69.91,108,Bình Chánh,Bình Chánh,4,1,10,3,0,13/07/2025,4,7/13/2025
6.5,75.58,86,Thủ Đức,Tam Bình,2,1,10,2,0,27/07/2025,2,7/27/2025
12,214.29,56,Quận 1,Phạm Ngũ Lão,4,0,3.8,3.5,1,18/07/2025,5,7/18/2025
5.5,101.85,54,Quận 8,3,1,0,4,2,1,11/7/2025,1,7/11/2025
27.8,29.26,950,Thủ Đức,Bình Chiểu,12,1,33,1,0,29/07/2025,12,7/29/2025
18.6,232.5,80,Quận 7,Phú Thuận,4,0,5,4.5,1,29/07/2025,5,7/29/2025
10,90.91,110,Tân Phú,Phú Thọ Hòa,4,0,4.6,4,1,8/7/2025,4,7/8/2025
3.6,124.14,29,Gò Vấp,11,2,0,3.6,2,1,7/7/2025,2,7/7/2025
3.8,105.56,36,Bình Tân,Bình Trị Đông,3,0,3,3,1,19/07/2025,2,7/19/2025
4.45,35.6,125,Quận 9,Long Thạnh Mỹ,3,0,5,1,1,2/7/2025,3,7/2/2025
9.3,193.75,48,Quận 8,1,3,1,8,4,0,15/07/2025,3,7/15/2025
24,436.36,55,Quận 1,Tân Định,3,0,3.95,4,1,23/07/2025,3,7/23/2025
66,192.42,343,Quận 9,Tăng Nhơn Phú B,1,1,8,2,0,2/7/2025,1,7/2/2025
2.4,45.28,53,Quận 7,Phú Thuận,2,0,4.2,2,1,29/07/2025,2,7/29/2025
3.75,73.53,51,Quận 7,Phú Mỹ,2,0,3.5,2,1,11/7/2025,1,7/11/2025
5.2,61.18,85,Quận 9,Long Thạnh Mỹ,2,0,4.5,1,1,7/7/2025,3,7/7/2025
9.1,133.82,68,Tân Phú,Phú Trung,4,0,4,4,1,21/07/2025,4,7/21/2025
5.7,237.5,24,Quận 10,2,3,1,3.4,4,0,10/7/2025,3,7/10/2025
12.6,157.5,80,Tân Phú,Phú Thọ Hòa,3,1,4,2,0,6/7/2025,2,7/6/2025
6.3,85.14,74,Quận 2,Bình Trưng Đông,4,0,6,2,1,21/07/2025,3,7/21/2025
4.75,121.79,39,Quận 8,10,4,0,4.53,3.5,1,9/7/2025,3,7/9/2025
6.8,29.57,230,Bình Tân,An Lạc,4,1,4,4,0,5/7/2025,4,7/5/2025
4.45,90.82,49,Bình Tân,Bình Hưng Hòa,2,0,4,1,1,23/07/2025,1,7/23/2025
7.7,226.47,34,Phú Nhuận,15,3,1,3.4,3,0,23/07/2025,3,7/23/2025
18.5,118.59,156,Tân Phú,Hiệp Tân,4,0,8,2,1,1/7/2025,4,7/1/2025
0.89,18.54,48,Bình Chánh,Bình Chánh,4,0,4,2,1,26/07/2025,3,7/26/2025
4.4,72.13,61,Thủ Đức,Tam Bình,3,0,5.8,1,1,30/07/2025,3,7/30/2025
38,230.3,165,Quận 2,An Phú,10,0,2,4,1,24/07/2025,10,7/24/2025
37.5,104.75,358,Tân Bình,11,10,1,4,5.5,0,1/7/2025,7,7/1/2025
9.3,84.55,110,Tân Phú,Hiệp Tân,1,1,10,1,0,25/07/2025,1,7/25/2025
10.6,170.97,62,Tân Bình,15,3,1,10,2,0,7/7/2025,3,7/7/2025
5.7,66.28,86,Quận 12,Thạnh Xuân,4,0,4.15,4.5,1,23/07/2025,4,7/23/2025
27,60,450,Quận 12,Tân Chánh Hiệp,2,1,10,1,0,6/7/2025,2,7/6/2025
9.3,84.55,110,Tân Phú,Hiệp Tân,1,1,10,1,0,1/7/2025,1,7/1/2025
11,282.05,39,Quận 8,4,5,1,3.5,5,0,11/7/2025,4,7/11/2025
13.5,125,108,Tân Bình,10,8,0,7,3,1,20/07/2025,8,7/20/2025
32,35.56,900,Quận 12,Đông Hưng Thuận,2,0,30,1,1,11/7/2025,1,7/11/2025
7.2,120,60,Quận 7,Bình Thuận,4,0,4,3.5,1,8/7/2025,4,7/8/2025
7.84,140,56,Quận 7,Bình Thuận,6,0,4.5,5,1,21/07/2025,5,7/21/2025
15,57.47,261,Gò Vấp,1,6,1,4.8,6,0,6/7/2025,6,7/6/2025
4.63,82.68,56,Quận 12,Hiệp Thành,4,0,4,3,1,9/7/2025,3,7/9/2025
8.3,115.28,72,Thủ Đức,Linh Trung,6,0,4,4,1,20/07/2025,4,7/20/2025
9.5,197.92,48,Quận 10,2,4,0,3.5,3.5,1,19/07/2025,4,7/19/2025
40,296.3,135,Quận 10,2,6,0,7.5,4.5,1,24/07/2025,7,7/24/2025
3.96,152.31,26,Quận 8,9,3,0,3,3.5,1,20/07/2025,3,7/20/2025
40.95,182.81,224,Tân Phú,Tây Thạnh,3,1,7.2,2,0,16/07/2025,3,7/16/2025
3.15,98.44,32,Gò Vấp,12,1,0,4,1,1,18/07/2025,2,7/18/2025
7,125,56,Gò Vấp,14,4,0,4,4,1,11/7/2025,3,7/11/2025
5.3,94.64,56,Quận 12,Thạnh Lộc,3,0,4,4.5,1,12/7/2025,4,7/12/2025
12.5,171.23,73,Bình Thạnh,6,5,0,4.5,6,1,29/07/2025,5,7/29/2025
5.6,43.08,130,Phú Nhuận,11,7,0,4,5,1,18/07/2025,7,7/18/2025
54,412.21,131,Phú Nhuận,9,7,1,5.6,7,0,24/07/2025,7,7/24/2025
42,552.63,76,Quận 1,Cầu Kho,10,1,4.6,5,0,20/07/2025,10,7/20/2025
5.39,128.33,42,Gò Vấp,8,2,0,3.5,1,1,12/7/2025,2,7/12/2025
6.9,57.5,120,Bình Tân,An Lạc,4,1,4,2,0,1/7/2025,3,7/1/2025
7.15,103.62,69,Quận 9,Phước Long B,4,0,4.5,4,1,30/07/2025,4,7/30/2025
6.3,28.64,220,Hóc Môn,Thới Tam Thôn,3,0,8.5,1,1,9/7/2025,1,7/9/2025
6.9,143.75,48,Bình Thạnh,11,2,0,6,2,1,10/7/2025,2,7/10/2025
19.8,396,50,Phú Nhuận,2,6,1,1,4.5,0,24/07/2025,7,7/24/2025
21,262.5,80,Quận 2,Bình An,6,1,4,3.5,0,20/07/2025,7,7/20/2025
12.35,73.51,168,Quận 9,Hiệp Phú,4,0,4.8,3,1,7/7/2025,4,7/7/2025
390,23.64,16500,Quận 12,Tân Thới Nhất,3,0,12,1,1,8/7/2025,3,7/8/2025
16.5,183.33,90,Tân Bình,4,16,0,1,4,1,23/07/2025,16,7/23/2025
52,260,200,Quận 7,Bình Thuận,4,0,8,8,1,16/07/2025,3,7/16/2025
15,174.42,86,Phú Nhuận,13,11,0,7.3,3.5,1,4/7/2025,10,7/4/2025
11.5,95.83,120,Bình Chánh,Bình Chánh,7,1,8,4,0,5/7/2025,5,7/5/2025
4.35,96.67,45,Bình Tân,Bình Trị Đông A,2,1,4,2,0,21/07/2025,2,7/21/2025
4.5,112.5,40,Gò Vấp,12,2,0,4.2,2,1,21/07/2025,2,7/21/2025
68,255.64,266,Quận 2,An Phú,4,1,10,3.5,0,31/07/2025,5,7/31/2025
68,425,160,Quận 1,Tân Định,3,1,7,3,0,15/07/2025,3,7/15/2025
11.5,176.92,65,Tân Bình,11,6,1,4,3,0,21/07/2025,3,7/21/2025
5.35,102.88,52,Quận 12,Hiệp Thành,6,0,6,4.5,1,16/07/2025,3,7/16/2025
5.85,100.86,58,Tân Bình,5,3,0,4,2,1,5/7/2025,3,7/5/2025
6.7,95.71,70,Quận 12,Thới An,1,1,5,1,0,1/7/2025,1,7/1/2025
5.8,123.4,47,Tân Bình,13,4,1,5,3,0,14/07/2025,4,7/14/2025
11,144.74,76,Quận 8,7,4,1,6,3.5,0,31/07/2025,5,7/31/2025
3.55,101.43,35,Tân Phú,Phú Thọ Hòa,2,0,2,2,1,17/07/2025,2,7/17/2025
7.9,129.51,61,Tân Phú,Phú Thạnh,4,0,4,3,1,9/7/2025,3,7/9/2025
7.9,129.51,61,Tân Phú,Phú Thạnh,4,0,6,3,1,9/7/2025,3,7/9/2025
1.03,41.2,25,Quận 12,Thạnh Lộc,3,1,3.2,3,0,21/07/2025,3,7/21/2025
6.5,154.76,42,Tân Bình,5,3,0,4.2,4,1,23/07/2025,4,7/23/2025
7.5,93.75,80,Quận 7,Tân Kiểng,4,0,4,2,1,1/7/2025,3,7/1/2025
5.98,106.79,56,Quận 6,2,3,0,4,2,1,2/7/2025,2,7/2/2025
5.3,73.61,72,Quận 12,An Phú Đông,1,1,3.8,1,0,30/07/2025,3,7/30/2025
7.98,142.5,56,Tân Bình,13,6,1,4.45,5,0,14/07/2025,7,7/14/2025
7.7,122.22,63,Tân Bình,11,3,0,4.8,2,1,7/7/2025,3,7/7/2025
8.6,122.86,70,Tân Bình,13,4,1,5.8,1,0,21/07/2025,4,7/21/2025
12.7,208.2,61,Quận 10,2,3,0,3,4.5,1,17/07/2025,5,7/17/2025
2.85,33.53,85,Hóc Môn,Trung Chánh,3,0,3,2,1,12/7/2025,2,7/12/2025
11.9,175,68,Gò Vấp,6,6,0,4,2.5,1,9/7/2025,7,7/9/2025
56,32.79,1708,Quận 12,An Phú Đông,1,0,21,1,1,23/07/2025,1,7/23/2025
7.6,96.2,79,Thủ Đức,Tam Phú,3,1,4,2,0,10/7/2025,2,7/10/2025
9.2,92,100,Tân Phú,Tân Quý,3,0,4.5,3,1,24/07/2025,2,7/24/2025
9.2,92,100,Tân Phú,Tân Quý,3,0,6,3,1,12/7/2025,2,7/12/2025
30,75,400,Quận 12,Thới An,4,1,20,3,0,6/7/2025,4,7/6/2025
9.2,92,100,Tân Phú,Tân Quý,3,0,4.5,3,1,19/07/2025,2,7/19/2025
72,83.53,862,Gò Vấp,4,10,1,19,1,0,14/07/2025,10,7/14/2025
11.9,297.5,40,Tân Bình,14,3,1,4,4,0,29/07/2025,3,7/29/2025
5.5,117.02,47,Quận 8,3,4,0,6,3.5,1,9/7/2025,5,7/9/2025
4.6,106.98,43,Quận 3,5,4,0,3.1,4,1,2/7/2025,4,7/2/2025
15.5,77.5,200,Quận 9,Phước Bình,3,1,2,1,0,17/07/2025,3,7/17/2025
3.97,90.23,44,Quận 12,Tân Chánh Hiệp,2,1,4,2,0,6/7/2025,2,7/6/2025
0.98,13.07,75,Bình Chánh,Bình Chánh,4,0,4.7,2,1,5/7/2025,3,7/5/2025
13.99,155.44,90,Quận 7,Phú Mỹ,4,0,5,4.5,1,9/7/2025,3,7/9/2025
9,123.29,73,Tân Bình,11,5,1,4,3,0,21/07/2025,3,7/21/2025
6.4,156.1,41,Tân Bình,13,5,0,3.7,4,1,24/07/2025,5,7/24/2025
6.88,68.8,100,Bình Tân,An Lạc,4,1,5,2,0,31/07/2025,4,7/31/2025
8.9,96.74,92,Quận 10,2,7,1,6,3.5,0,22/07/2025,4,7/22/2025
4.5,58.44,77,Hóc Môn,Đông Thạnh,2,1,2,1,0,5/7/2025,2,7/5/2025
3.25,77.38,42,Quận 8,4,1,0,4.35,2,1,17/07/2025,1,7/17/2025
150,55.47,2704,Hóc Môn,Hóc Môn,6,1,26,1,0,26/07/2025,5,7/26/2025
17,53.12,320,Hóc Môn,Bà Điểm,2,1,8,1,0,18/07/2025,2,7/18/2025
6.25,125,50,Nhà Bè,Nhà Bè,4,0,4,4,1,17/07/2025,5,7/17/2025
11.9,119,100,Tân Phú,Hiệp Tân,4,0,5,14,1,20/07/2025,5,7/20/2025
3.8,59.38,64,Hóc Môn,Tân Hiệp,2,1,4,1,0,7/7/2025,2,7/7/2025
5.14,64.25,80,Quận 12,Tân Chánh Hiệp,2,0,4,2,1,5/7/2025,2,7/5/2025
4.2,120,35,Tân Bình,15,2,0,3.2,2,1,12/7/2025,2,7/12/2025
8.3,102.47,81,Quận 3,4,4,0,3.5,4,1,19/07/2025,4,7/19/2025
4.7,47,100,Bình Tân,Bình Trị Đông A,3,1,5,2,0,24/07/2025,2,7/24/2025
76.5,103.38,740,Thủ Đức,Hiệp Bình Phước,8,1,16,3,0,22/07/2025,8,7/22/2025
4.5,68.18,66,Thủ Đức,Tam Bình,2,0,5.85,2,1,31/07/2025,1,7/31/2025
13,500,26,Quận 10,2,4,1,3.59,3.5,0,27/07/2025,2,7/27/2025
5.9,105.36,56,Bình Tân,Bình Trị Đông,4,0,4,3,1,3/7/2025,3,7/3/2025
7.8,185.71,42,Quận 10,2,6,0,3.2,4,1,29/07/2025,3,7/29/2025
4.2,39.25,107,Hóc Môn,Tân Hiệp,2,1,6,1,0,11/7/2025,2,7/11/2025
16.5,66,250,Hóc Môn,Hóc Môn,3,1,10,2,0,26/07/2025,3,7/26/2025
4.5,68.18,66,Thủ Đức,Tam Phú,2,0,5.85,2,1,30/07/2025,1,7/30/2025
25,446.43,56,Quận 1,Tân Định,10,0,4,5,1,21/07/2025,10,7/21/2025
7.4,92.5,80,Tân Phú,Tân Quý,3,0,8,1,1,5/7/2025,3,7/5/2025
4.35,75,58,Bình Tân,Bình Hưng Hòa B,3,0,4,2,1,24/07/2025,2,7/24/2025
7.999,148.13,54,Gò Vấp,1,5,0,3,4.5,1,5/7/2025,5,7/5/2025
1.25,14.71,85,Bình Chánh,Bình Chánh,3,1,5,2,0,21/07/2025,3,7/21/2025
260,769.23,338,Quận 3,6,15,1,8.3,8,0,13/07/2025,15,7/13/2025
5.35,107,50,Quận 12,Thạnh Lộc,4,0,6,3.5,1,8/7/2025,4,7/8/2025
5.38,70.79,76,Bình Tân,Bình Trị Đông,3,1,4,2,0,3/7/2025,3,7/3/2025
65,467.63,139,Quận 1,Tân Định,1,1,9.5,2,0,28/07/2025,1,7/28/2025
7.15,77.72,92,Quận 9,Tăng Nhơn Phú B,5,0,5,2,1,17/07/2025,3,7/17/2025
5.59,84.7,66,Gò Vấp,1,3,1,1,2,0,18/07/2025,2,7/18/2025
6.85,81.55,84,Thủ Đức,Tam Bình,5,0,4.4,4,1,26/07/2025,4,7/26/2025
6.75,112.5,60,Gò Vấp,10,3,0,4,3.5,1,13/07/2025,3,7/13/2025
11.9,175,68,Gò Vấp,6,6,0,4,2.5,1,26/07/2025,7,7/26/2025
11.7,113.59,103,Tân Bình,13,6,0,4.4,2,1,14/07/2025,6,7/14/2025
4.5,68.18,66,Thủ Đức,Tam Phú,2,0,5.85,2,1,13/07/2025,1,7/13/2025
10,113.64,88,Tân Phú,Phú Thạnh,5,0,6,4,1,24/07/2025,5,7/24/2025
3.65,45.62,80,Quận 9,Phú Hữu,2,1,4,1,0,27/07/2025,3,7/27/2025
5.5,91.67,60,Gò Vấp,16,4,0,4.3,4,1,24/07/2025,3,7/24/2025
10,113.64,88,Tân Phú,Phú Thạnh,5,0,4,4,1,26/07/2025,5,7/26/2025
10,113.64,88,Tân Phú,Phú Thạnh,5,0,4,4,1,10/7/2025,5,7/10/2025
2.4,34.29,70,Hóc Môn,Xuân Thới Thượng,2,0,5,1,1,16/07/2025,2,7/16/2025
36,123.29,292,Quận 12,Thới An,1,1,12,2,0,7/7/2025,1,7/7/2025
90,85.71,1050,Hóc Môn,Xuân Thới Thượng,3,1,15,1,0,23/07/2025,3,7/23/2025
6.3,71.59,88,Bình Tân,Bình Hưng Hòa A,3,0,4,3.5,1,18/07/2025,3,7/18/2025
5.6,116.67,48,Quận 8,5,5,1,6,1,0,22/07/2025,4,7/22/2025
6.3,71.59,88,Bình Tân,Bình Hưng Hòa A,3,0,4,2.5,1,23/07/2025,3,7/23/2025
9.2,153.33,60,Tân Phú,Tây Thạnh,5,1,4,5,0,9/7/2025,3,7/9/2025
5.55,74,75,Quận 9,Hiệp Phú,4,0,5,3,1,1/7/2025,4,7/1/2025
27,228.81,118,Bình Thạnh,15,10,1,4.3,5,0,12/7/2025,10,7/12/2025
0.62,34.44,18,Nhà Bè,Nhơn Đức,4,0,4,1.5,1,26/07/2025,3,7/26/2025
4.3,104.88,41,Quận 12,Tân Chánh Hiệp,4,0,4.5,2.5,1,10/7/2025,3,7/10/2025
8.75,100.57,87,Quận 9,Hiệp Phú,3,0,5,2,1,27/07/2025,2,7/27/2025
48,282.35,170,Quận 3,12,1,1,7.3,7,0,21/07/2025,1,7/21/2025
12.68,96.06,132,Gò Vấp,1,5,0,4.7,7,1,8/7/2025,6,7/8/2025
17,90.43,188,Tân Bình,11,3,0,4.55,1,1,14/07/2025,2,7/14/2025
17,283.33,60,Tân Bình,8,5,0,3.9,6.5,1,13/07/2025,5,7/13/2025
11.5,122.34,94,Tân Bình,1,4,0,6,1,1,14/07/2025,3,7/14/2025
13.5,140.62,96,Tân Phú,Hòa Thạnh,3,0,6,2,1,15/07/2025,2,7/15/2025
2.3,17.69,130,Hóc Môn,Hóc Môn,2,0,8,2,1,15/07/2025,2,7/15/2025
79,652.89,121,Quận 1,Tân Định,20,1,7,7,0,13/07/2025,20,7/13/2025
35,673.08,52,Quận 1,Bến Nghé,5,0,3.2,3,1,6/7/2025,5,7/6/2025
3.8,50.67,75,Quận 8,15,2,0,6,1,1,29/07/2025,2,7/29/2025
11.3,110.78,102,Thủ Đức,Linh Tây,3,0,8.4,2.5,1,23/07/2025,3,7/23/2025
9.9,52.66,188,Quận 8,14,4,1,6,2,0,30/07/2025,3,7/30/2025
5.1,175.86,29,Quận 4,13,3,0,3.4,4,1,29/07/2025,3,7/29/2025
5.3,62.35,85,Quận 12,Hiệp Thành,5,0,4,1.5,1,8/7/2025,5,7/8/2025
79,652.89,121,Quận 1,Tân Định,5,0,7.85,7.5,1,24/07/2025,5,7/24/2025
5.25,114.13,46,Quận 8,2,3,0,3.5,2,1,11/7/2025,2,7/11/2025
12,148.15,81,Quận 1,Đa Kao,6,0,5,2,1,5/7/2025,2,7/5/2025
0.6,17.14,35,Bình Chánh,Bình Chánh,4,0,3.5,1,1,2/7/2025,3,7/2/2025
0.75,12.5,60,Bình Chánh,Bình Chánh,2,0,4,2,1,22/07/2025,2,7/22/2025
4.18,49.76,84,Quận 12,Tân Chánh Hiệp,2,0,6,2,1,14/07/2025,1,7/14/2025
4.68,156,30,Quận 8,9,2,0,5,3.5,1,19/07/2025,3,7/19/2025
3.8,76,50,Bình Tân,Bình Trị Đông B,3,1,5,2,0,8/7/2025,3,7/8/2025
18.5,246.67,75,Bình Thạnh,17,4,1,4.2,4,0,26/07/2025,4,7/26/2025
3.69,58.57,63,Quận 12,Tân Thới Hiệp,3,0,5,3,1,13/07/2025,2,7/13/2025
0.68,13.6,50,Bình Chánh,Bình Chánh,2,0,4.6,2,1,18/07/2025,2,7/18/2025
9.5,150.79,63,Tân Bình,10,4,0,1,3.5,1,22/07/2025,5,7/22/2025
25,41.67,600,Hóc Môn,Hóc Môn,2,1,15,1,0,31/07/2025,2,7/31/2025
5.1,102,50,Tân Bình,15,4,0,5,3.5,1,19/07/2025,5,7/19/2025
4.35,69.05,63,Quận 9,Tăng Nhơn Phú A,4,0,15,1,1,6/7/2025,3,7/6/2025
9.1,140,65,Quận 8,4,4,1,3.3,3,0,29/07/2025,3,7/29/2025
9.8,350,28,Quận 10,2,4,1,3.1,5.5,0,7/7/2025,5,7/7/2025
8.9,95.7,93,Thủ Đức,Tam Bình,4,1,4,1,0,25/07/2025,4,7/25/2025
0.75,26.79,28,Nhà Bè,Nhơn Đức,2,0,3.5,1.5,1,20/07/2025,1,7/20/2025
5.2,65,80,Bình Tân,Tân Tạo A,3,0,4,2.5,1,29/07/2025,2,7/29/2025
4.4,183.33,24,Quận 5,1,2,0,3,1,1,23/07/2025,2,7/23/2025
5.8,145,40,Quận 10,2,2,0,1,2,1,11/7/2025,2,7/11/2025
55,94.83,580,Hóc Môn,Hóc Môn,2,1,14.5,6,0,26/07/2025,2,7/26/2025
4.005,111.25,36,Gò Vấp,1,2,0,3.5,2,1,31/07/2025,2,7/31/2025
13.5,135,100,Hóc Môn,Thới Tam Thôn,3,1,4,3,0,4/7/2025,3,7/4/2025
5.5,57.89,95,Quận 12,Thạnh Xuân,3,0,5,1,1,3/7/2025,3,7/3/2025
5.5,122.22,45,Quận 9,Phước Long B,4,0,6.4,3,1,13/07/2025,5,7/13/2025
9,150,60,Tân Bình,5,3,0,4,2,1,22/07/2025,2,7/22/2025
7.55,69.91,108,Bình Chánh,Bình Chánh,4,1,10,3,0,5/7/2025,4,7/5/2025
10.9,194.64,56,Phú Nhuận,13,6,1,4.3,4,0,5/7/2025,4,7/5/2025
17.9,162.73,110,Gò Vấp,1,6,1,5,7,0,20/07/2025,6,7/20/2025
7.6,58.46,130,Thủ Đức,Hiệp Bình Phước,3,0,4,3.5,1,4/7/2025,2,7/4/2025
11.5,23.37,492,Quận 12,Thạnh Xuân,4,1,12,2,0,18/07/2025,3,7/18/2025
5.9,98.33,60,Quận 12,Tân Chánh Hiệp,5,0,4.5,4,1,26/07/2025,4,7/26/2025
125,35.71,3500,Hóc Môn,Tân Hiệp,4,1,45,1,0,13/07/2025,4,7/13/2025
7.8,162.5,48,Quận 8,1,4,0,4,4,1,29/07/2025,5,7/29/2025
16,61.07,262,Tân Bình,10,7,1,3.95,6,0,17/07/2025,7,7/17/2025
5.8,107.41,54,Gò Vấp,10,3,0,4.4,4.5,1,12/7/2025,4,7/12/2025
3.48,87,40,Gò Vấp,16,2,0,7.5,2,1,27/07/2025,2,7/27/2025
3.48,87,40,Gò Vấp,16,2,0,4,2,1,4/7/2025,2,7/4/2025
3.48,87,40,Gò Vấp,16,2,0,2,2,1,28/07/2025,2,7/28/2025
3.48,87,40,Gò Vấp,16,2,0,4,2,1,17/07/2025,2,7/17/2025
5.1,115.91,44,Tân Phú,Tân Sơn Nhì,4,0,4.5,3,1,23/07/2025,3,7/23/2025
5.1,115.91,44,Tân Phú,Tân Sơn Nhì,4,0,4.5,3,1,10/7/2025,3,7/10/2025
5.1,115.91,44,Tân Phú,Tân Sơn Nhì,4,0,4.5,3.5,1,23/07/2025,3,7/23/2025
2.58,40.31,64,Hóc Môn,Thới Tam Thôn,2,0,4,2,1,13/07/2025,2,7/13/2025
13.5,140.62,96,Tân Phú,Hòa Thạnh,3,1,6,2,0,2/7/2025,2,7/2/2025
13.5,140.62,96,Tân Phú,Hòa Thạnh,3,1,6,2,0,1/7/2025,2,7/1/2025
13.5,140.62,96,Tân Phú,Hòa Thạnh,3,1,6,2,0,19/07/2025,2,7/19/2025
13.5,140.62,96,Tân Phú,Hòa Thạnh,3,1,6,2,0,5/7/2025,2,7/5/2025
10.7,140.79,76,Bình Thạnh,25,3,0,4.2,2,1,2/7/2025,3,7/2/2025
25.9,148.85,174,Tân Phú,Tân Quý,6,1,7.2,3,0,10/7/2025,6,7/10/2025
