Price_Billion,Price_Per_m2,Area_m2,District,Ward,Bedrooms,Is_MatTien,Width_m,Floors,Is Hem,Post Time,Toilets,Segment
5.4,83.08,65.0,Tân Phú,Tân Sơn Nhì,2.0,0,4.3,2.0,1,7/5/2025,2.0,Trung cấp
5.4,83.08,65.0,Tân Phú,Tân Sơn Nhì,2.0,1,4.3,2.0,0,18/05/2025,2.0,Trung cấp
5.4,83.08,65.0,Tân Phú,Tân Sơn Nhì,2.0,0,4.3,2.0,1,8/5/2025,2.0,Trung cấp
5.4,83.08,65.0,Tân Phú,Tân Sơn Nhì,2.0,0,4.3,2.0,1,3/5/2025,2.0,Trung cấp
5.4,83.08,65.0,Tân Phú,Tân Sơn Nhì,2.0,0,4.3,1.0,1,18/05/2025,2.0,Trung cấp
8.2,136.67,60.0,Tân Phú,Tân Quý,4.0,0,4.0,4.5,1,14/05/2025,5.0,Trung cấp
5.8,89.23,65.0,Tân Phú,Phú Trung,3.0,0,4.2,2.0,1,29/05/2025,2.0,Trung cấp
5.8,89.23,65.0,Tân Phú,Phú Trung,3.0,0,4.2,2.0,1,3/5/2025,2.0,Trung cấp
5.8,89.23,65.0,Tân Phú,Phú Trung,3.0,0,4.2,2.0,1,3/5/2025,2.0,Trung cấp
14.99,159.47,94.0,Tân Phú,Tân Sơn Nhì,5.0,1,4.5,4.0,0,3/5/2025,5.0,Trung cấp
9.9,61.11,162.0,Tân Phú,Phú Thọ Hòa,7.0,1,5.0,1.0,0,13/05/2025,7.0,Trung cấp
9.9,61.11,162.0,Tân Phú,Phú Thọ Hòa,7.0,0,5.0,1.0,1,13/05/2025,7.0,Trung cấp
9.9,61.11,162.0,Tân Phú,Phú Thọ Hòa,7.0,0,5.0,1.0,1,7/5/2025,7.0,Trung cấp
9.9,61.11,162.0,Tân Phú,Phú Thọ Hòa,7.0,0,5.0,1.0,1,8/5/2025,7.0,Trung cấp
9.9,61.11,162.0,Tân Phú,Phú Thọ Hòa,7.0,1,5.2,5.0,0,19/05/2025,7.0,Trung cấp
7.9,89.77,88.0,Tân Phú,Phú Thọ Hòa,3.0,0,5.0,2.0,1,25/05/2025,4.0,Trung cấp
7.9,89.77,88.0,Tân Phú,Phú Thọ Hòa,3.0,0,5.0,2.0,1,26/05/2025,4.0,Trung cấp
7.9,89.77,88.0,Tân Phú,Phú Thọ Hòa,3.0,0,5.0,2.0,1,20/05/2025,4.0,Trung cấp
5.5,114.58,48.0,Tân Phú,Tân Quý,2.0,0,4.0,1.0,1,9/5/2025,2.0,Trung cấp
6.4,110.34,58.0,Tân Phú,Tân Quý,4.0,0,4.0,3.5,1,18/05/2025,3.0,Trung cấp
5.4,101.89,53.0,Tân Phú,Tân Quý,4.0,0,4.2,5.0,1,11/5/2025,3.0,Trung cấp
7.95,72.27,110.0,Tân Phú,Tây Thạnh,4.0,0,5.0,2.0,1,20/05/2025,4.0,Trung cấp
7.95,72.27,110.0,Tân Phú,Tây Thạnh,4.0,0,5.0,2.0,1,13/05/2025,4.0,Trung cấp
7.95,72.27,110.0,Tân Phú,Tây Thạnh,4.0,0,5.0,2.0,1,24/05/2025,4.0,Trung cấp
4.7,83.93,56.0,Tân Phú,Tân Sơn Nhì,3.0,0,4.2,2.0,1,1/5/2025,2.0,Trung cấp
6.7,78.82,85.0,Tân Phú,Tây Thạnh,4.0,0,4.1,4.0,1,25/05/2025,5.0,Trung cấp
6.7,78.82,85.0,Tân Phú,Tây Thạnh,4.0,0,4.1,4.0,1,12/5/2025,5.0,Trung cấp
6.1,87.14,70.0,Tân Phú,Phú Thạnh,4.0,0,4.1,2.0,1,21/05/2025,2.0,Trung cấp
6.1,87.14,70.0,Tân Phú,Phú Thạnh,4.0,0,4.1,2.0,1,13/05/2025,2.0,Trung cấp
6.1,87.14,70.0,Tân Phú,Phú Thạnh,4.0,0,4.1,2.0,1,8/5/2025,2.0,Trung cấp
6.1,87.14,70.0,Tân Phú,Phú Thạnh,4.0,0,4.1,2.0,1,30/05/2025,2.0,Trung cấp
5.8,109.43,53.0,Tân Phú,Tân Sơn Nhì,4.0,0,4.0,5.0,1,19/05/2025,3.0,Trung cấp
5.39,71.87,75.0,Tân Phú,Tân Quý,3.0,0,5.0,2.0,1,7/5/2025,2.0,Trung cấp
4.99,77.97,64.0,Tân Phú,Tây Thạnh,3.0,0,4.0,1.0,1,18/05/2025,2.0,Trung cấp
6.9,115.0,60.0,Tân Phú,Tân Quý,3.0,0,4.2,3.0,1,26/05/2025,4.0,Trung cấp
6.9,115.0,60.0,Tân Phú,Tân Quý,3.0,0,4.2,3.0,1,1/5/2025,4.0,Trung cấp
6.9,115.0,60.0,Tân Phú,Tân Quý,3.0,0,4.2,3.0,1,18/05/2025,4.0,Trung cấp
6.9,115.0,60.0,Tân Phú,Tân Quý,3.0,0,4.2,3.0,1,7/5/2025,4.0,Trung cấp
6.9,115.0,60.0,Tân Phú,Tân Quý,3.0,0,4.2,3.0,1,29/05/2025,4.0,Trung cấp
5.799,109.42,53.0,Tân Phú,Sơn Kỳ,4.0,0,4.0,4.0,1,26/05/2025,3.0,Trung cấp
5.39,71.87,75.0,Tân Phú,Tân Quý,3.0,0,5.0,2.0,1,13/05/2025,2.0,Trung cấp
5.39,71.87,75.0,Tân Phú,Tân Quý,3.0,0,5.0,2.0,1,24/05/2025,2.0,Trung cấp
5.39,71.87,75.0,Tân Phú,Tân Quý,3.0,0,5.0,2.0,1,3/5/2025,2.0,Trung cấp
5.39,71.87,75.0,Tân Phú,Tân Quý,3.0,0,5.0,2.0,1,13/05/2025,2.0,Trung cấp
5.39,71.87,75.0,Tân Phú,Tân Quý,3.0,0,5.0,2.0,1,3/5/2025,2.0,Trung cấp
5.39,71.87,75.0,Tân Phú,Sơn Kỳ,3.0,0,5.0,2.0,1,28/05/2025,2.0,Trung cấp
5.39,71.87,75.0,Tân Phú,Sơn Kỳ,3.0,0,5.0,2.0,1,10/5/2025,2.0,Trung cấp
7.8,75.0,104.0,Tân Phú,Hòa Thạnh,3.0,0,8.1,2.0,1,31/05/2025,3.0,Trung cấp
5.4,125.58,43.0,Tân Phú,Tân Quý,2.0,0,4.2,1.0,1,26/05/2025,3.0,Trung cấp
7.8,75.0,104.0,Tân Phú,Hòa Thạnh,3.0,0,8.1,2.0,1,19/05/2025,3.0,Trung cấp
7.8,75.0,104.0,Tân Phú,Hòa Thạnh,3.0,0,8.1,2.0,1,17/05/2025,3.0,Trung cấp
4.5,112.5,40.0,Tân Phú,Hiệp Tân,2.0,0,6.0,2.0,1,25/05/2025,2.0,Trung cấp
4.55,105.81,43.0,Tân Phú,Tây Thạnh,4.0,0,6.0,3.0,1,21/05/2025,3.0,Trung cấp
4.5,81.82,55.0,Tân Phú,Phú Thọ Hòa,2.0,0,5.0,1.0,1,8/5/2025,2.0,Trung cấp
4.2,72.41,58.0,Tân Phú,Tân Thành,2.0,0,5.0,2.0,1,18/05/2025,2.0,Trung cấp
4.2,72.41,58.0,Tân Phú,Tân Thành,2.0,0,5.0,2.0,1,12/5/2025,2.0,Trung cấp
4.2,72.41,58.0,Tân Phú,Tân Thành,2.0,0,5.0,2.0,1,30/05/2025,2.0,Trung cấp
4.2,72.41,58.0,Tân Phú,Tân Thành,2.0,0,5.0,2.0,1,9/5/2025,2.0,Trung cấp
5.4,72.0,75.0,Tân Phú,Tân Sơn Nhì,3.0,0,5.0,2.0,1,1/5/2025,3.0,Trung cấp
5.5,85.94,64.0,Tân Phú,Tân Sơn Nhì,3.0,0,4.0,2.0,1,24/05/2025,2.0,Trung cấp
6.4,106.67,60.0,Tân Phú,Tân Thới Hòa,3.0,0,4.0,2.0,1,14/05/2025,2.0,Trung cấp
4.0,72.73,55.0,Tân Phú,Phú Thọ Hòa,2.0,0,5.0,1.0,1,6/5/2025,2.0,Trung cấp
6.6,66.0,100.0,Tân Phú,Hòa Thạnh,2.0,0,5.0,2.0,1,30/05/2025,2.0,Trung cấp
6.6,66.0,100.0,Tân Phú,Hòa Thạnh,2.0,0,5.0,2.0,1,11/5/2025,2.0,Trung cấp
6.6,66.0,100.0,Tân Phú,Hòa Thạnh,2.0,0,5.0,2.0,1,11/5/2025,2.0,Trung cấp
6.6,66.0,100.0,Tân Phú,Hòa Thạnh,2.0,0,5.0,2.0,1,26/05/2025,2.0,Trung cấp
4.5,80.36,56.0,Tân Phú,Hòa Thạnh,4.0,0,6.0,3.0,1,20/05/2025,3.0,Trung cấp
4.5,80.36,56.0,Tân Phú,Hòa Thạnh,4.0,0,6.0,3.0,1,4/5/2025,3.0,Trung cấp
4.5,80.36,56.0,Tân Phú,Hòa Thạnh,4.0,0,6.0,3.0,1,11/5/2025,3.0,Trung cấp
4.5,80.36,56.0,Tân Phú,Tân Thành,4.0,1,6.0,3.0,0,29/05/2025,3.0,Trung cấp
3.4,82.93,41.0,Tân Phú,Phú Thọ Hòa,2.0,0,4.1,2.0,1,29/05/2025,2.0,Trung cấp
4.85,131.08,37.0,Tân Phú,Phú Trung,3.0,0,8.0,1.0,1,14/05/2025,3.0,Trung cấp
6.5,85.53,76.0,Tân Phú,Tân Quý,4.0,1,8.0,1.0,0,28/05/2025,3.0,Trung cấp
3.4,82.93,41.0,Tân Phú,Phú Thọ Hòa,2.0,0,4.1,2.0,1,23/05/2025,2.0,Trung cấp
3.4,82.93,41.0,Tân Phú,Phú Thọ Hòa,2.0,0,4.1,2.0,1,8/5/2025,2.0,Trung cấp
6.38,101.27,63.0,Tân Phú,Tân Quý,2.0,0,4.5,2.0,1,26/05/2025,3.0,Trung cấp
6.7,83.75,80.0,Tân Phú,Tân Quý,2.0,0,4.0,2.0,1,2/5/2025,3.0,Trung cấp
5.5,85.94,64.0,Tân Phú,Tân Sơn Nhì,3.0,0,4.0,2.0,1,29/05/2025,2.0,Trung cấp
3.5,64.81,54.0,Tân Phú,Tây Thạnh,3.0,0,4.0,2.0,1,15/04/2025,2.0,Trung cấp
6.95,80.81,86.0,Tân Phú,Phú Thọ Hòa,4.0,0,4.6,3.0,1,12/4/2025,3.0,Trung cấp
4.5,78.95,57.0,Tân Phú,Sơn Kỳ,3.0,0,4.5,2.0,1,15/04/2025,2.0,Trung cấp
4.5,78.95,57.0,Tân Phú,Sơn Kỳ,3.0,0,4.5,2.0,1,8/4/2025,2.0,Trung cấp
4.5,78.95,57.0,Tân Phú,Sơn Kỳ,3.0,0,4.5,2.0,1,18/04/2025,2.0,Trung cấp
4.5,78.95,57.0,Tân Phú,Sơn Kỳ,3.0,0,4.5,2.0,1,25/04/2025,2.0,Trung cấp
4.7,73.44,64.0,Tân Phú,Tân Quý,1.0,0,4.0,1.0,1,11/4/2025,1.0,Trung cấp
3.9,65.0,60.0,Tân Phú,Tân Quý,3.0,0,4.0,2.0,1,5/4/2025,1.0,Trung cấp
4.3,107.5,40.0,Tân Phú,Phú Thọ Hòa,2.0,0,4.0,2.0,1,8/4/2025,4.0,Trung cấp
5.4,122.73,44.0,Tân Phú,Tân Quý,3.0,0,4.2,4.0,1,4/4/2025,2.0,Trung cấp
5.6,133.33,42.0,Tân Phú,Tây Thạnh,4.0,0,4.2,4.0,1,8/4/2025,4.0,Trung cấp
4.4,95.65,46.0,Tân Phú,Tây Thạnh,2.0,0,4.0,2.0,1,3/4/2025,2.0,Trung cấp
17.4,102.35,170.0,Tân Phú,Phú Thạnh,6.0,1,4.1,3.0,0,9/4/2025,5.0,Trung cấp
6.38,91.14,70.0,Tân Phú,Tân Quý,2.0,0,4.3,2.0,1,14/04/2025,3.0,Trung cấp
4.95,79.84,62.0,Tân Phú,Tây Thạnh,3.0,0,4.3,2.0,1,10/4/2025,2.0,Trung cấp
13.5,106.3,127.0,Tân Phú,Tây Thạnh,4.0,0,6.1,2.0,1,9/4/2025,5.0,Trung cấp
7.6,122.58,62.0,Tân Phú,Sơn Kỳ,4.0,0,4.0,4.0,1,17/04/2025,4.0,Trung cấp
12.8,164.1,78.0,Tân Phú,Tây Thạnh,2.0,1,4.3,2.0,0,30/04/2025,2.0,Trung cấp
12.8,164.1,78.0,Tân Phú,Tây Thạnh,2.0,1,4.3,2.0,0,14/04/2025,2.0,Trung cấp
9.8,142.03,69.0,Tân Phú,Tân Quý,4.0,0,4.0,5.0,1,4/4/2025,4.0,Trung cấp
5.2,94.55,55.0,Tân Phú,Phú Thọ Hòa,3.0,0,4.3,1.0,1,30/04/2025,2.0,Trung cấp
5.7,129.55,44.0,Tân Phú,Tân Thành,2.0,0,4.0,2.0,1,25/04/2025,2.0,Trung cấp
3.2,160.0,20.0,Tân Phú,Tân Quý,2.0,0,4.0,2.0,1,26/04/2025,2.0,Trung cấp
14.0,118.64,118.0,Tân Phú,Tân Quý,3.0,1,4.1,1.0,0,4/4/2025,3.0,Trung cấp
7.3,130.36,56.0,Tân Phú,Hiệp Tân,6.0,0,4.1,4.5,1,8/4/2025,6.0,Trung cấp
4.65,81.58,57.0,Tân Phú,Tân Quý,3.0,0,4.5,2.0,1,5/4/2025,2.0,Trung cấp
5.1,82.26,62.0,Tân Phú,Phú Thọ Hòa,4.0,0,3.35,2.0,1,31/12/2025,4.0,Trung cấp
8.4,155.56,54.0,Tân Phú,Phú Thạnh,4.0,0,4.0,2.0,1,31/12/2025,5.0,Trung cấp
3.6,120.0,30.0,Tân Phú,Tân Sơn Nhì,1.0,0,3.5,4.0,1,31/12/2025,2.0,Trung cấp
5.78,120.42,48.0,Tân Phú,Tân Sơn Nhì,3.0,0,4.0,2.0,1,31/12/2025,2.0,Trung cấp
6.98,109.06,64.0,Tân Phú,Phú Thọ Hòa,3.0,0,4.0,2.0,1,31/12/2025,3.0,Trung cấp
10.8,120.0,90.0,Tân Phú,Tây Thạnh,4.0,0,5.0,4.0,1,31/12/2025,5.0,Trung cấp
4.2,100.0,42.0,Tân Phú,Tân Thới Hòa,2.0,0,4.6,4.0,1,31/12/2025,3.0,Trung cấp
7.3,94.81,77.0,Tân Phú,Tây Thạnh,4.0,0,4.5,4.0,1,31/12/2025,4.0,Trung cấp
3.95,123.44,32.0,Tân Phú,Tân Sơn Nhì,2.0,0,4.0,2.0,1,31/12/2025,2.0,Trung cấp
9.3,130.99,71.0,Tân Phú,Tân Sơn Nhì,4.0,0,4.5,2.0,1,31/12/2025,4.0,Trung cấp
3.65,104.29,35.0,Tân Phú,Phú Thọ Hòa,2.0,0,5.0,4.0,1,31/12/2025,2.0,Trung cấp
5.25,138.16,38.0,Tân Phú,Phú Trung,3.0,0,3.4,2.0,1,31/12/2025,1.0,Trung cấp
12.3,170.83,72.0,Tân Phú,Phú Thạnh,4.0,1,4.0,2.0,0,31/12/2025,2.0,Trung cấp
9.0,111.11,81.0,Tân Phú,Tân Sơn Nhì,3.0,0,4.8,3.0,1,31/12/2025,4.0,Trung cấp
9.8,166.1,59.0,Tân Phú,Tân Thành,3.0,0,4.0,4.0,1,31/12/2025,3.0,Trung cấp
7.9,129.51,61.0,Tân Phú,Phú Thạnh,4.0,0,4.0,2.0,1,31/12/2025,5.0,Trung cấp
7.5,156.25,48.0,Tân Phú,Tân Sơn Nhì,4.0,0,4.0,1.0,1,31/12/2025,3.0,Trung cấp
5.2,118.18,44.0,Tân Phú,Phú Thạnh,2.0,0,4.0,1.0,1,31/12/2025,2.0,Trung cấp
5.8,103.57,56.0,Tân Phú,Tây Thạnh,3.0,0,4.0,1.0,1,31/12/2025,2.0,Trung cấp
4.7,117.5,40.0,Tân Phú,Phú Thọ Hòa,2.0,0,4.0,3.0,1,31/12/2025,1.0,Trung cấp
4.4,110.0,40.0,Tân Phú,Tân Quý,2.0,0,4.0,1.0,1,31/12/2025,2.0,Trung cấp
8.75,119.86,73.0,Tân Phú,Sơn Kỳ,4.0,0,4.0,1.0,1,31/12/2025,5.0,Trung cấp
12.5,148.81,84.0,Tân Phú,Tân Sơn Nhì,5.0,1,5.05,3.0,0,31/12/2025,5.0,Trung cấp
0.009999,112.5,80.0,Tân Phú,Tân Thành,5.0,0,4.2,2.0,1,31/12/2025,6.0,Trung cấp
5.8,103.57,56.0,Tân Phú,Tân Sơn Nhì,2.0,0,4.0,2.0,1,31/12/2025,2.0,Trung cấp
5.79,180.94,32.0,Bình Thạnh,2,1.0,0,4.5,2.0,1,24/12/2025,1.0,Trung cấp
22.3,76.9,290.0,Bình Thạnh,13,7.0,0,6.6,2.0,1,24/12/2025,8.0,Trung cấp
69.0,174.68,395.0,Bình Thạnh,3,4.0,1,19.0,2.0,0,10/12/2025,4.0,Trung cấp
4.95,91.67,54.0,Bình Thạnh,13,2.0,0,5.9,1.5,1,17/12/2025,1.0,Trung cấp
4.2,200.0,21.0,Bình Thạnh,25,4.0,0,3.6,4.0,1,10/12/2025,3.0,Trung cấp
4.48,124.44,36.0,Bình Thạnh,17,2.0,0,3.6,2.0,1,3/12/2025,2.0,Trung cấp
19.5,198.98,98.0,Bình Thạnh,11,4.0,1,6.0,3.0,0,13/03/2025,4.0,Trung cấp
3.85,93.9,41.0,Bình Thạnh,13,2.0,0,5.5,2.0,1,7/3/2025,2.0,Trung cấp
99.0,255.81,387.0,Bình Thạnh,11,3.0,1,11.0,1.0,0,19/03/2025,3.0,Trung cấp
2.3,176.92,13.0,Bình Thạnh,12,2.0,1,3.0,3.0,0,14/03/2025,3.0,Trung cấp
3.79,126.33,30.0,Bình Thạnh,21,2.0,0,5.0,2.0,1,21/03/2025,2.0,Trung cấp
63.0,262.5,240.0,Bình Thạnh,14,12.0,1,10.0,6.0,0,22/03/2025,13.0,Trung cấp
9.6,137.14,70.0,Bình Thạnh,17,3.0,1,4.0,1.0,0,12/3/2025,1.0,Trung cấp
8.5,141.67,60.0,Bình Thạnh,26,4.0,0,9.0,4.0,1,14/03/2025,4.0,Trung cấp
36.5,176.33,207.0,Bình Thạnh,3,5.0,1,8.0,8.0,0,20/03/2025,5.0,Trung cấp
28.5,229.84,124.0,Bình Thạnh,17,10.0,0,6.0,3.0,1,25/03/2025,3.0,Trung cấp
16.5,104.43,158.0,Bình Thạnh,5,6.0,0,6.0,2.0,1,21/03/2025,2.0,Trung cấp
22.8,207.27,110.0,Bình Thạnh,13,2.0,1,5.0,7.0,0,4/3/2025,1.0,Trung cấp
7.7,122.22,63.0,Bình Thạnh,12,4.0,0,4.0,4.0,1,6/3/2025,4.0,Trung cấp
17.5,78.12,224.0,Bình Thạnh,26,6.0,0,8.9,2.0,1,14/03/2025,3.0,Trung cấp
10.5,70.95,148.0,Bình Thạnh,14,4.0,0,4.7,3.5,1,30/03/2025,5.0,Trung cấp
8.5,163.46,52.0,Bình Thạnh,24,4.0,0,5.5,4.0,1,27/02/2025,5.0,Trung cấp
3.9,81.25,48.0,Bình Thạnh,3,2.0,0,3.1,2.0,1,20/02/2025,2.0,Trung cấp
17.5,106.71,164.0,Bình Thạnh,13,1.0,1,8.5,1.0,0,10/2/2025,1.0,Trung cấp
8.9,40.45,220.0,Bình Thạnh,12,5.0,0,4.0,2.5,1,19/02/2025,5.0,Trung cấp
9.99,166.5,60.0,Bình Thạnh,25,3.0,0,5.6,3.0,1,9/2/2025,3.0,Trung cấp
8.35,160.58,52.0,Bình Thạnh,11,4.0,1,4.9,3.5,0,25/02/2025,6.0,Trung cấp
8.35,160.58,52.0,Bình Thạnh,11,4.0,1,4.9,3.5,0,7/2/2025,6.0,Trung cấp
1.95,97.5,20.0,Bình Thạnh,11,2.0,1,6.0,2.5,0,17/02/2025,2.0,Trung cấp
2.15,119.44,18.0,Bình Thạnh,17,1.0,0,5.1,2.0,1,21/02/2025,1.0,Trung cấp
3.6,171.43,21.0,Bình Thạnh,12,2.0,0,4.1,3.0,1,28/02/2025,2.0,Trung cấp
4.95,120.73,41.0,Bình Thạnh,14,4.0,0,6.0,2.0,1,16/02/2025,2.0,Trung cấp
6.3,143.18,44.0,Bình Thạnh,25,3.0,0,3.5,3.5,1,27/02/2025,4.0,Trung cấp
30.5,160.53,190.0,Bình Thạnh,26,8.0,1,7.5,2.0,0,16/02/2025,4.0,Trung cấp
24.8,172.22,144.0,Bình Thạnh,24,7.0,0,6.0,3.0,1,2/2/2025,3.0,Trung cấp
24.8,172.22,144.0,Bình Thạnh,24,7.0,0,6.0,3.0,1,18/02/2025,3.0,Trung cấp
24.8,172.22,144.0,Bình Thạnh,24,7.0,0,6.0,3.0,1,17/02/2025,3.0,Trung cấp
33.9,217.31,156.0,Bình Thạnh,7,4.0,1,14.0,3.0,0,9/2/2025,4.0,Trung cấp
15.5,159.79,97.0,Bình Thạnh,11,5.0,0,4.2,3.0,1,17/02/2025,5.0,Trung cấp
3.35,88.16,38.0,Bình Thạnh,1,2.0,0,3.8,2.0,1,16/02/2025,2.0,Trung cấp
13.0,168.83,77.0,Bình Thạnh,21,8.0,0,6.0,5.0,1,26/01/2025,8.0,Trung cấp
29.5,199.32,148.0,Bình Thạnh,5,18.0,1,6.0,6.0,0,2/1/2025,5.0,Trung cấp
6.35,141.11,45.0,Bình Thạnh,1,3.0,0,3.5,3.5,1,7/1/2025,4.0,Trung cấp
9.6,21.29,451.0,Bình Thạnh,13,4.0,1,41.0,7.0,0,11/1/2025,6.0,Trung cấp
96.0,154.84,620.0,Bình Thạnh,25,3.0,1,5.5,9.0,0,27/01/2025,2.0,Trung cấp
16.5,206.25,80.0,Bình Thạnh,14,6.0,1,3.9,4.0,0,6/1/2025,7.0,Trung cấp
5.2,157.58,33.0,Bình Thạnh,1,2.0,0,4.7,3.5,1,5/1/2025,2.0,Trung cấp
19.95,166.25,120.0,Bình Thạnh,24,6.0,0,8.0,4.0,1,7/1/2025,5.0,Trung cấp
4.38,109.5,40.0,Bình Thạnh,1,3.0,0,4.0,2.0,1,4/1/2025,2.0,Trung cấp
10.5,238.64,44.0,Bình Thạnh,24,5.0,1,3.5,3.5,0,16/01/2025,6.0,Trung cấp
3.9,144.44,27.0,Bình Thạnh,3,2.0,1,3.8,2.0,0,21/01/2025,2.0,Trung cấp
22.0,250.0,88.0,Bình Thạnh,7,3.0,1,4.0,1.0,0,6/1/2025,4.0,Trung cấp
8.7,135.94,64.0,Bình Thạnh,26,6.0,1,10.0,4.0,0,25/01/2025,6.0,Trung cấp
5.5,157.14,35.0,Bình Thạnh,3,1.0,0,3.5,1.5,1,29/01/2025,1.0,Trung cấp
21.9,111.73,196.0,Bình Thạnh,26,5.0,0,8.6,3.0,1,31/01/2025,4.0,Trung cấp
20.9,174.17,120.0,Bình Thạnh,13,3.0,1,4.2,2.0,0,2/1/2025,3.0,Trung cấp
5.5,84.62,65.0,Bình Thạnh,22,4.0,0,4.0,2.0,1,2/1/2025,3.0,Trung cấp
7.6,152.0,50.0,Bình Thạnh,11,6.0,0,3.4,4.5,1,15/01/2025,4.0,Trung cấp
4.65,140.91,33.0,Bình Thạnh,7,2.0,1,5.0,2.0,0,19/01/2025,2.0,Trung cấp
5.4,138.46,39.0,Bình Thạnh,11,3.0,0,36.0,2.0,1,17/01/2025,2.0,Trung cấp
5.95,48.37,123.0,Bình Thạnh,13,4.0,0,5.5,2.0,1,14/01/2025,4.0,Trung cấp
16.2,102.53,158.0,Bình Thạnh,5,16.0,0,6.0,2.0,1,1/1/2025,16.0,Trung cấp
9.5,126.67,75.0,Bình Thạnh,11,4.0,1,3.2,3.5,0,4/1/2025,4.0,Trung cấp
9.5,153.23,62.0,Bình Thạnh,3,3.0,1,5.5,5.0,0,9/1/2025,3.0,Trung cấp
7.4,185.0,40.0,Bình Thạnh,5,4.0,1,4.0,4.0,0,28/01/2025,3.0,Trung cấp
3.4,113.33,30.0,Bình Thạnh,1,2.0,0,5.0,2.0,1,27/01/2025,2.0,Trung cấp
6.45,140.22,46.0,Bình Thạnh,7,4.0,0,3.6,3.0,1,17/01/2025,4.0,Trung cấp
55.0,225.41,244.0,Bình Thạnh,7,7.0,1,10.0,7.0,0,29/01/2025,7.0,Trung cấp
10.5,194.44,54.0,Bình Thạnh,2,5.0,0,5.25,4.0,1,6/1/2025,4.0,Trung cấp
7.15,117.21,61.0,Bình Thạnh,7,2.0,1,7.6,2.0,0,2/1/2025,2.0,Trung cấp
5.85,146.25,40.0,Bình Thạnh,11,2.0,0,4.0,2.0,1,3/1/2025,2.0,Trung cấp
8.7,170.59,51.0,Bình Thạnh,24,5.0,0,3.5,5.0,1,12/1/2025,5.0,Trung cấp
10.69,152.71,70.0,Bình Thạnh,5,4.0,0,6.0,5.0,1,29/01/2025,6.0,Trung cấp
7.15,193.24,37.0,Bình Thạnh,5,4.0,0,4.0,4.0,1,22/11/2024,5.0,Trung cấp
6.0,115.38,52.0,Bình Thạnh,21,5.0,0,3.4,3.0,1,3/2/2024,3.0,Trung cấp
7.79,111.29,70.0,Bình Thạnh,3,2.0,0,5.2,2.0,1,28/12/2024,2.0,Trung cấp
9.5,153.23,62.0,Bình Thạnh,3,4.0,1,5.5,5.0,0,7/2/2024,4.0,Trung cấp
4.85,173.21,28.0,Bình Thạnh,21,2.0,0,4.3,2.0,1,9/1/2024,2.0,Trung cấp
4.85,173.21,28.0,Bình Thạnh,21,2.0,0,4.3,2.0,1,1/2/2024,2.0,Trung cấp
6.2,116.98,53.0,Bình Thạnh,1,5.0,0,3.5,3.0,1,6/3/2024,2.0,Trung cấp
4.25,121.43,35.0,Bình Thạnh,15,2.0,1,3.5,2.0,0,7/6/2024,2.0,Trung cấp
5.98,149.5,40.0,Bình Thạnh,11,3.0,1,6.0,2.0,0,28/09/2024,3.0,Trung cấp
5.68,138.54,41.0,Bình Thạnh,1,3.0,0,3.2,3.0,1,23/07/2024,3.0,Trung cấp
3.65,140.38,26.0,Bình Thạnh,5,2.0,0,5.0,3.0,1,4/8/2024,2.0,Trung cấp
7.75,184.52,42.0,Bình Thạnh,15,4.0,0,6.0,4.0,1,8/8/2024,4.0,Trung cấp
25.0,263.16,95.0,Bình Thạnh,6,4.0,1,6.1,5.0,0,18/02/2024,4.0,Trung cấp
11.2,133.33,84.0,Bình Thạnh,13,2.0,0,4.2,3.5,1,30/07/2024,2.0,Trung cấp
7.75,172.22,45.0,Bình Thạnh,15,4.0,0,6.0,4.0,1,2/12/2024,4.0,Trung cấp
3.25,154.76,21.0,Bình Thạnh,11,2.0,0,3.4,2.0,1,1/10/2024,2.0,Trung cấp
3.55,122.41,29.0,Bình Thạnh,12,2.0,1,4.0,2.0,0,10/4/2024,2.0,Trung cấp
11.39,151.87,75.0,Bình Thạnh,6,6.0,1,6.0,3.0,0,13/04/2024,4.0,Trung cấp
13.5,53.15,254.0,Bình Thạnh,1,4.0,0,5.0,1.0,1,10/11/2024,4.0,Trung cấp
4.9,140.0,35.0,Bình Thạnh,26,3.0,0,4.8,2.0,1,13/11/2024,2.0,Trung cấp
12.2,58.1,210.0,Bình Thạnh,6,2.0,0,14.0,1.0,1,24/12/2024,2.0,Trung cấp
13.5,162.65,83.0,Bình Thạnh,24,4.0,0,6.0,3.5,1,13/01/2024,4.0,Trung cấp
16.9,164.08,103.0,Bình Thạnh,6,3.0,1,4.3,2.0,0,6/2/2024,3.0,Trung cấp
14.0,160.92,87.0,Bình Thạnh,26,5.0,0,7.0,5.0,1,8/12/2024,5.0,Trung cấp
6.6,173.68,38.0,Bình Thạnh,14,3.0,1,5.7,5.0,0,16/08/2024,4.0,Trung cấp
24.6,136.67,180.0,Bình Thạnh,26,5.0,1,10.0,2.0,0,19/09/2024,5.0,Trung cấp
29.0,205.67,141.0,Bình Thạnh,25,10.0,1,30.0,4.5,0,20/06/2024,11.0,Trung cấp
7.5,166.67,45.0,Bình Thạnh,7,6.0,0,2.0,4.0,1,5/12/2024,4.0,Trung cấp
7.15,204.29,35.0,Bình Thạnh,26,4.0,0,4.0,4.0,1,19/01/2024,4.0,Trung cấp
9.3,155.0,60.0,Bình Thạnh,5,6.0,0,4.5,1.0,1,6/4/2024,4.0,Trung cấp
